x,y,cluster
-19.713728,-42.051613,3
4.1236224,-2.5516713,1
-19.272097,-20.717236,1
9.381702,-27.726713,4
17.380669,42.521805,3
42.542942,16.38592,4
6.6158524,-0.030789455,3
33.133682,28.036652,4
26.683537,26.592585,3
3.0035326,-5.1223598,1
-28.01762,-19.949594,2
0.32042363,-11.796595,2
-44.72662,-8.703785,3
17.40259,3.7044625,0
-26.950983,-8.536277,0
28.056122,28.713806,3
21.375933,-13.540761,3
25.93567,30.3302,4
-1.3713903,20.775488,2
24.336018,-1.1297415,3
-8.821513,-26.032125,3
31.668388,19.213186,4
19.023932,-43.28597,3
-23.451708,5.707535,3
33.35111,-3.3841236,2
-22.150898,3.5162044,2
33.746304,27.248074,4
-31.607712,10.758614,3
6.7430563,-37.295574,3
7.4695463,15.8549,2
16.182545,18.160904,3
-41.4385,3.2345483,3
-10.216263,32.046383,4
-20.027206,39.955082,4
18.48742,-13.314082,3
7.712791,34.974213,3
-32.32513,3.2625778,1
33.237717,-8.401013,2
-12.01647,-0.2337819,3
-27.330286,-31.356245,3
-41.753296,5.875031,4
-16.007662,8.524049,4
-13.842067,10.990144,4
16.221745,17.825039,3
6.664617,-27.16225,1
45.695473,-5.491945,2
-3.937358,38.813305,3
-1.7596889,-10.88216,1
-22.224613,36.239887,0
-4.3465037,11.4922905,4
-6.7656775,-32.787273,1
-2.373356,20.284863,4
-14.589715,-35.74846,3
18.251629,-9.142576,3
39.39461,25.856684,4
-5.5565057,-34.04725,1
-18.50114,-26.870436,3
5.4408493,-0.27593008,3
24.470825,21.49603,3
-42.397472,-4.4325376,3
3.1959093,0.16792656,0
25.721836,-20.713768,3
-35.057343,-5.090189,3
2.5562353,6.5061316,4
36.461384,-10.580836,4
14.157662,7.991725,3
39.992588,-18.962797,4
-14.172953,3.5952892,2
-10.988096,21.492058,2
25.84891,17.402866,4
-33.725296,3.0068302,3
29.730232,23.773626,4
23.67939,10.753721,1
-38.116158,17.322824,1
-34.671856,-2.028914,1
26.501787,-11.892853,3
-0.69400066,-1.7890564,1
-0.77432424,22.996527,2
-32.87317,31.576593,3
38.277344,-21.149715,0
-14.056961,7.483721,4
-26.249336,35.52201,4
-25.917694,-31.566599,2
31.04551,19.76575,3
-17.172209,-7.363937,4
13.359177,-2.4612613,4
-3.2078533,8.306717,4
29.054905,32.56926,4
-23.005451,-4.85267,1
-13.738104,35.98493,0
-31.0888,18.280653,4
28.527706,-36.87537,0
28.182058,13.671022,3
7.4433036,-15.277267,0
-31.713423,-23.655308,3
2.485349,-15.506207,4
12.734999,-42.98065,3
2.232287,-42.790363,4
-6.832856,19.306595,2
-41.61011,13.245107,4
-25.88025,-4.83979,4
40.793964,2.4477935,3
35.838047,4.864795,3
27.921263,32.176174,4
-11.4247465,-41.326466,1
-7.4440413,28.047733,4
-11.67441,-1.8332005,2
-4.5662293,4.3980637,2
-11.825678,0.20681618,0
10.053665,15.540795,4
12.643851,-48.59268,3
34.821182,-6.1325116,1
45.6061,-7.4282417,1
35.80582,-4.9778447,2
-19.572834,-15.191384,2
47.78745,1.6935267,4
40.85143,-18.659082,1
4.1158285,-12.705238,4
-18.03431,-5.171683,4
22.393051,-25.493984,3
-17.613266,-1.2470545,4
13.982195,-20.755968,4
15.634147,-41.03752,4
43.985527,6.3022804,0
-11.954526,-0.90657866,3
44.439808,17.33421,4
-6.87557,36.767097,3
8.299257,48.573643,1
-2.9650831,8.063745,4
26.282152,-35.89398,3
-15.538935,44.26043,4
-5.809324,18.494688,2
9.934284,21.832283,3
-0.3171589,-2.3407114,1
6.743823,-15.615924,4
10.148455,-1.3400873,0
47.9135,1.8013532,4
-31.95457,7.5211325,3
29.250818,22.23692,4
-22.588285,-33.77094,3
9.678021,16.315485,4
2.9629164,-38.09547,4
28.975033,-12.00296,0
23.659294,-10.588775,3
38.71583,-14.881482,4
-21.57077,4.4840865,4
-21.840845,-5.9696026,3
-24.493814,34.320374,0
19.74009,-4.7476425,3
-7.5377436,-34.16769,3
-18.463154,-26.97765,3
27.808413,-22.81345,3
-38.39414,-10.109381,3
-39.97357,5.589958,1
34.123463,4.9889374,2
23.42456,-27.119394,2
-30.621307,38.26384,4
-19.731564,41.70978,1
-32.772186,3.1591377,3
-21.029406,-20.528454,2
26.974854,17.642054,4
-17.21418,-25.375338,1
6.323424,-25.925316,3
-27.810154,-19.845442,2
1.6514055,-0.99155337,0
38.76555,12.749096,4
-13.001034,14.447004,4
-1.3252316,-13.262178,0
1.1372064,-20.150736,3
38.45619,4.162628,3
-13.917352,11.062744,4
47.70993,1.45659,4
19.653234,-8.63282,3
-3.1216881,8.047884,4
3.6674109,-24.984003,3
11.193196,-26.831234,3
21.242098,-36.470814,3
13.786925,-22.557667,3
0.8659907,27.712841,2
-6.6911716,22.916235,2
3.9239898,-25.584295,3
-25.785013,12.361562,3
0.94580877,3.5381284,3
-24.352104,-13.267046,3
-31.510292,-32.195534,1
33.713985,13.738013,3
20.916555,0.95787853,1
45.706203,4.0411386,4
-0.068886876,-22.216543,4
-42.60622,20.802137,3
-13.042073,-14.675463,4
-23.125471,17.911066,1
47.84045,1.5630716,4
6.4041715,-25.020424,0
9.385859,-11.141089,4
23.671524,-4.201328,3
40.06458,11.202866,4
-20.101692,17.066137,4
36.404102,4.590367,4
-9.186961,-10.99184,3
-4.420692,42.095478,4
35.61587,-10.517463,0
-14.873492,-29.579565,1
39.100388,-15.410009,4
-32.336567,-23.70443,2
2.13042,-26.281633,4
-15.557614,44.672268,4
36.3926,23.434807,4
-17.884468,7.5621333,4
-16.25769,11.556472,4
-36.391582,16.379099,4
-4.309802,37.29114,3
-32.503883,19.379257,1
9.560714,-12.985857,3
29.501564,37.865364,4
11.595629,-25.009502,4
16.338545,-2.5712004,4
6.8398495,-30.847507,4
-25.05234,16.755081,4
26.432291,-16.788465,1
-43.73024,-4.976953,3
30.839323,-9.175707,3
1.4706031,30.760038,2
-23.413403,16.608082,4
-35.173866,14.19074,4
33.07429,28.885412,4
-36.942245,-16.353468,3
-15.803855,-8.979324,4
20.980175,0.5645821,3
7.6547236,-32.28455,4
10.581352,-39.45077,3
-35.14678,10.52481,3
-30.614687,33.156345,2
8.709745,26.109589,3
-12.237823,-2.5257401,4
8.221551,-35.455864,4
-34.238857,-6.5333085,1
4.4797187,-29.55266,4
-26.816648,10.971967,3
6.723103,2.1576788,3
-16.718613,8.607849,4
-2.618211,2.2033179,2
-17.688337,-5.806129,4
3.8913653,-12.285536,4
-16.587103,8.784937,4
-17.190016,-2.2043078,1
-22.843987,22.591206,4
-11.024566,-46.30012,1
-40.63295,-16.887009,3
23.502329,15.384121,4
17.170778,36.305367,1
37.47742,-4.1920547,1
-8.834084,27.0562,1
-32.494213,-2.429442,3
45.63291,2.501761,4
13.766862,-9.851993,4
-31.775484,-22.767282,2
9.912388,15.420875,2
-28.566963,35.458504,1
46.312214,-5.4110913,3
19.078026,13.647444,4
3.9099576,-2.4237278,1
-48.1785,-11.319294,3
-24.716423,-21.425165,3
-4.8285017,-21.233831,0
-7.440088,-51.499004,1
-31.588474,-33.239655,1
29.04133,-24.80138,3
-14.112113,-50.576965,0
-7.4150076,-0.24551341,4
31.22118,-40.64909,4
4.132254,3.9649723,3
-40.260857,-2.9007869,3
-25.887785,35.08445,4
7.9955378,35.802532,3
-18.60522,31.623499,4
40.840847,-15.582224,2
4.2139797,41.227837,3
-24.478596,-40.91691,2
32.136852,-2.7844882,4
-46.759926,13.663225,4
39.210144,-10.790504,4
2.046258,29.5572,3
-33.92698,3.3577077,2
21.3473,-27.649227,1
-4.658605,-37.502415,3
-35.432922,-28.398354,3
-5.625657,22.823969,3
-27.284473,19.65956,4
44.640373,1.3589176,4
-25.921953,2.7349014,3
-12.421172,-0.06542085,2
-12.489454,-33.516293,0
-10.37465,-5.178221,0
-22.226656,10.832338,4
18.607618,-27.003122,4
-24.157236,7.1692657,4
-6.7841463,22.824055,2
-6.961478,-30.534344,0
-4.974978,-28.960983,1
22.90351,-21.840254,0
17.053143,24.483461,3
-1.8243518,-10.039715,3
-9.9284315,8.573769,4
20.96139,-25.673697,2
16.523693,28.075518,2
-32.107998,3.1615255,3
-2.4382658,-10.034177,3
29.253946,10.487886,4
28.820755,-26.566313,0
-30.4179,25.837276,0
5.555497,36.71495,1
-11.50247,10.178715,4
14.243329,25.943167,2
38.34398,26.21444,4
-17.034718,-0.81675225,4
-15.069487,-28.040445,1
40.949547,-16.310705,1
-21.492786,4.411648,1
-17.61138,31.113365,1
-30.973831,16.350502,4
-12.766136,-15.504547,4
-21.636549,-6.0329356,3
-7.675627,1.4739324,2
8.039262,36.200287,1
44.98533,8.062396,1
-20.305609,-4.3826566,1
-7.239006,18.786469,4
18.795498,-21.423536,3
-30.140432,-35.166275,3
4.994832,27.756035,3
-22.908737,22.5287,4
-42.13353,-13.582477,3
-13.159003,36.828827,4
11.741681,-25.109156,4
23.241072,-33.227524,4
-8.36767,-30.29249,1
28.269732,31.85683,4
27.789534,-17.41151,1
14.094968,-48.661476,4
14.686004,-15.762158,4
9.388911,-3.754579,4
4.0183845,9.362965,4
37.710865,-20.37256,0
-25.6225,-39.53726,0
-43.76602,17.618338,2
-11.697868,0.31267974,4
-10.197881,-10.657019,3
27.456749,-33.105743,3
-6.38112,37.40627,3
-21.159927,33.738197,3
2.1208782,14.826047,4
3.3315568,26.730917,4
-10.176949,6.1622887,0
17.38414,1.5842092,3
-46.039066,-6.8542876,3
-19.225342,-36.003674,1
42.480408,12.306874,4
-17.947144,-5.2425294,4
6.1159325,-49.728817,4
-24.352688,-5.4278398,3
-11.116781,-42.43052,1
22.519032,-29.044947,3
-6.493135,33.41761,2
-34.04304,-12.3437805,3
3.1963732,26.71875,4
2.5662043,-21.344646,4
-2.5207963,-0.5407219,1
16.612652,-42.692223,4
-17.342997,-11.018532,3
24.134314,-23.833506,0
-5.2404456,-42.0423,3
14.816005,-49.27814,4
13.732525,42.00986,4
-15.146866,-44.613686,1
35.1554,28.354118,3
-23.726988,-28.79418,3
-32.51707,-9.842123,1
23.07166,0.9005924,3
42.45361,1.074946,4
-16.524855,-16.23279,4
-21.422544,42.96875,2
15.001586,-25.139261,4
-17.802874,1.2192118,2
36.715122,-11.203291,4
0.22211385,16.4625,1
-25.26814,3.3287003,1
-33.709373,-21.852146,3
11.463649,11.548683,4
-15.262676,-28.711742,1
36.87742,30.04716,4
-4.246403,34.34863,3
8.539601,-32.996998,3
-0.31240156,-13.275737,4
-31.747475,15.132032,4
-32.923004,9.824144,4
-13.163757,-15.509712,4
31.566761,-10.821263,3
-29.877483,38.441113,4
-10.850525,-6.230791,3
4.7578087,-44.538795,3
-15.600802,-9.358401,4
-48.534954,8.303354,2
18.27983,35.144665,2
0.42481294,-29.823208,3
-8.195862,23.105528,4
-29.374043,12.95567,1
50.403847,4.0243645,3
-2.226124,29.78338,4
-27.600203,-4.131276,4
-42.813282,12.505705,4
22.993284,27.500305,4
7.679214,-8.903865,4
-44.74544,-9.126854,3
3.6781976,50.21248,1
36.581314,-12.912291,4
28.053616,-0.5136573,4
10.343795,-25.270887,4
-35.385178,-35.60009,3
-9.561434,13.778804,1
14.686092,-28.576376,1
47.043453,-22.443773,1
