x,y,cluster
-16.492575,-8.1458435,3
-2.5250313,20.950264,4
15.663917,2.7682927,2
-6.836029,-29.264004,3
21.309538,26.215939,4
1.0653758,3.6038115,3
-0.6431169,17.467037,3
13.509816,-29.304432,4
14.548775,8.344659,1
-17.000616,-25.014252,3
6.980961,-49.16433,1
-9.380296,24.095957,1
-26.737646,14.418321,4
-24.52995,21.247612,4
-21.1835,19.52211,4
-2.805665,-11.248711,3
-48.772316,-9.193342,3
35.899364,10.237135,4
-12.539594,-13.442207,4
-6.219077,-3.8691232,3
19.717894,-6.768988,3
14.067921,-5.309064,4
-4.49786,-30.429224,3
28.288998,0.6720953,4
30.087755,29.037968,3
28.524359,-23.618933,3
-33.520958,3.2213488,0
38.422703,-15.051872,4
-16.529886,-16.321276,3
-29.291878,7.3193474,3
18.020813,-26.361835,4
-36.140087,-7.179216,4
44.2362,18.079731,4
-12.684693,-13.33561,4
-0.51042527,-29.564428,4
-48.478825,-9.688716,3
14.558736,-19.12145,4
38.41704,10.794059,4
19.609968,35.24977,4
33.038406,10.820163,3
0.9812427,-10.126983,0
-26.045183,37.934723,3
-29.507574,6.5906553,3
20.904148,-4.910777,3
26.930069,27.00603,0
23.976097,-5.547348,3
27.161392,-13.420111,1
-15.609882,40.368084,0
-6.0691886,-3.0137343,2
-7.458064,49.989304,4
7.8982973,-25.117214,4
6.211865,-1.6304178,0
18.33541,8.4416275,4
2.4644318,17.047777,1
-32.31245,26.525482,0
-6.0124946,-47.607773,3
29.30122,19.986574,4
21.209429,27.910437,4
1.9806716,10.674222,3
-23.353842,-16.127716,4
-1.7930104,-26.268946,4
23.890005,-6.44895,3
15.9546175,-31.09744,3
15.64934,35.000927,3
-25.137274,40.961136,4
-25.734692,5.7115755,4
-21.996098,-5.5009937,3
39.463562,-5.01582,1
-16.647448,8.840806,4
-38.399265,-9.879269,3
-25.420265,13.507456,3
-33.342686,6.741534,4
-25.450008,34.61684,4
15.185846,-43.112232,4
12.2672825,19.494799,4
-13.3319025,-21.23558,4
-3.6731915,-4.652391,1
-20.265707,-9.150471,1
18.261314,21.27633,1
-23.829802,34.701874,0
12.864422,-22.085587,4
22.200264,-2.5596638,3
-0.92503786,35.354218,1
3.3237433,-19.59037,3
24.135729,21.794788,1
-33.70152,-22.791252,3
2.6455772,18.218807,2
-0.053166214,-15.5980835,2
1.5337108,-44.99347,2
-22.655031,4.996939,2
-30.910872,-17.416803,3
-25.800714,20.60219,4
46.85745,-22.300446,1
-45.161697,11.324564,4
-30.108698,-12.582514,1
28.631577,-17.238543,3
-31.79662,32.462196,3
-4.7191067,-38.815895,4
4.5646296,-2.8658984,3
4.471517,-50.40954,1
-43.19303,-5.266564,1
14.902421,-29.972464,3
21.562199,-36.207592,3
30.472588,-8.670374,3
27.109106,-21.596148,3
27.017666,13.9321995,3
28.35065,-22.728008,3
-45.739384,-5.4308157,3
-34.91139,-13.221309,3
-24.078936,-32.925922,1
9.619685,-18.190317,4
23.261332,15.850123,4
40.600155,-16.999212,1
21.408308,-16.124968,3
-2.3422015,25.416111,4
27.048738,-0.39718884,3
28.252245,-23.956572,3
-9.41198,23.899755,1
22.414759,25.74301,4
0.20996742,-20.185165,3
3.5066273,0.32321563,0
-22.116274,-23.621181,1
27.637041,16.645239,3
-28.681635,-17.29237,3
6.8066816,48.517616,1
-31.702593,-21.768154,3
0.36040547,27.357286,4
-35.21886,3.5115738,3
-8.029576,-5.7639213,3
-27.736292,-29.933174,1
-17.229612,3.8928313,2
-11.421091,-6.451456,0
-35.463142,-11.902455,0
28.030478,36.890915,4
38.94354,11.824243,3
-42.266277,3.9465694,3
33.085808,-16.837732,3
-4.742483,-21.218325,0
-7.4446163,-51.509426,1
-6.610031,-27.511326,3
-4.9736967,-17.727627,0
18.701323,-36.402622,1
-29.78163,29.915747,4
-0.19375974,-20.46199,4
-44.593956,13.5226345,4
38.326073,-21.148245,0
-29.902185,-33.540295,3
-4.8835535,-2.790591,2
12.321541,3.9403095,2
11.753288,-25.130957,4
-12.965973,36.677967,4
29.875055,13.131366,4
-7.008543,-27.321445,3
-30.283236,13.953565,3
34.283176,-31.883053,0
-41.987946,13.0112095,4
17.720552,-8.926616,3
19.704058,-25.338453,1
-19.974333,42.67849,2
23.352146,21.16998,4
-12.710531,6.968947,4
12.343213,4.59823,4
-23.09652,18.346323,3
-41.370735,18.241415,4
15.573078,-36.498253,4
43.95552,0.20113,4
0.07149449,-50.57874,4
-15.052515,18.125908,4
-0.6333696,21.585976,2
24.110538,-3.1536376,3
22.42435,-26.023745,2
-6.4149704,45.952007,4
-31.399794,26.213207,0
12.337934,5.900926,0
-25.274702,-14.574875,0
18.8261,-27.272083,2
10.341624,-42.055874,4
-25.108019,-3.643356,3
-8.080883,-9.401346,1
-11.979979,-44.952248,1
-43.65121,20.677452,4
41.265198,1.3764192,2
49.796997,2.5766943,2
-20.22886,38.963116,4
15.320896,9.328469,4
2.994961,22.32187,4
-32.956627,18.086111,4
-1.8431401,37.674034,3
27.966656,10.414861,4
31.715313,-2.7527425,4
13.897687,-38.902985,0
-29.268538,-17.226408,3
28.269777,0.8009285,4
41.658283,-1.5451581,3
9.356019,28.421991,3
-15.249822,17.126402,3
8.776835,26.269445,3
10.074201,41.493332,3
-24.974697,4.7552705,4
-22.342976,-4.9168863,1
-33.691452,-28.697805,3
-38.892063,20.774391,3
-34.188087,-4.053739,3
18.188547,35.27225,3
-33.532505,16.957237,4
-5.7870393,18.431452,2
-8.933921,-28.26264,3
-20.959545,-31.655571,1
-10.916225,8.553261,4
27.64097,-22.39916,3
-16.17515,30.963686,4
-27.913107,-8.535794,4
-4.704549,-15.717366,0
13.560505,1.29646,2
-11.347532,-41.488735,1
-35.251274,10.292666,4
-29.373829,19.51142,2
-37.745293,6.8553433,2
4.676703,17.808336,4
-23.3735,-14.285933,4
-26.282291,-10.143961,2
25.53137,-20.389696,3
22.091618,3.5175905,3
-7.1283045,28.316738,4
40.834312,-11.729798,0
-31.91422,18.57032,1
-18.409025,-8.992881,3
-17.440023,-10.861427,4
8.697408,31.966848,3
22.120687,-25.40461,2
-37.265137,-4.1625104,1
4.6681256,36.16283,3
-29.245237,-32.480717,1
20.578182,4.4600716,1
16.256199,18.21856,1
17.3125,-8.170987,3
7.563773,36.400257,3
22.838026,-26.686558,2
-4.5193906,-37.743546,4
-36.495087,-16.411806,3
-25.112986,-19.579988,3
25.505068,35.232597,1
7.6511607,-23.593748,3
-18.535872,-27.931242,3
-24.385363,-29.163767,3
1.5577015,15.866942,4
34.108208,20.751133,3
-13.408129,-35.94585,3
-10.830667,7.2544427,4
38.0566,-30.725643,4
-25.027142,21.363174,1
-30.278807,-9.823549,1
-44.386475,13.492426,4
6.5570307,-49.842697,4
11.578253,29.93905,4
13.190858,40.872765,4
11.501879,29.85893,4
17.34038,19.475163,3
19.960432,-30.07599,3
-0.75211877,26.1505,4
-44.790092,22.868385,0
33.28629,-18.174234,3
27.797152,40.015057,4
18.197994,-0.37668118,0
25.531874,10.242806,4
41.983166,14.128178,4
-32.515625,-2.2853045,4
14.032993,-8.339287,4
6.971585,-20.268063,1
-1.5215931,-0.4152889,1
4.023973,15.695488,1
-32.80256,35.09021,3
-31.9392,12.784353,2
-33.28872,31.38032,3
-38.00181,-6.4133754,3
-21.869362,42.33337,3
-10.453261,-6.381976,2
-5.574762,10.7023115,3
8.40715,46.68502,1
33.36501,-8.508067,2
-2.1265,40.30061,1
37.877728,-18.534786,4
-5.1274843,46.098694,4
0.47510827,30.329767,4
-44.425846,20.620653,4
-24.16189,0.4026401,1
-33.56661,10.542417,4
4.7515645,-36.59901,2
-21.975075,-18.74744,0
-11.989217,13.782965,4
0.05147777,-43.60024,4
5.8958807,31.58574,1
-48.244377,12.886488,1
18.295637,-8.676577,3
24.052822,-4.831671,3
4.5294614,-48.927353,4
-38.89118,-22.317331,3
11.491472,6.856609,4
-10.796644,-4.7944107,0
-34.011013,2.985438,3
2.0518725,50.65651,1
28.626467,-20.855207,3
6.7090487,-26.128595,3
4.1234202,-22.605885,3
-30.36031,31.031843,3
-7.195388,45.466908,3
-29.773558,9.9441595,3
-13.924847,14.529367,4
23.622742,25.319677,3
-13.1233835,-31.08209,0
-32.1581,-29.14478,1
-23.815983,-28.053661,4
-14.802977,2.3550327,3
33.803837,23.01044,4
25.535921,-20.441338,3
-16.291033,-29.669163,1
10.861113,-28.830772,3
38.82047,29.902987,4
-18.017378,-5.053216,4
22.971548,21.925411,1
37.63919,-17.621302,4
-4.9963827,-38.85212,2
21.153162,-11.023734,3
-48.38363,7.527713,2
-15.776439,-12.922353,4
8.544903,46.9499,1
36.12296,29.663057,4
-17.72178,-5.8053355,4
23.25322,32.782265,4
23.878935,-6.3096304,3
-24.32595,43.53812,3
-38.187447,7.085404,4
7.4249544,0.56012934,3
22.397514,-25.30061,2
23.28462,-32.957653,4
2.727106,50.70882,1
-34.467445,16.087214,4
24.71019,34.66439,4
8.233726,-7.3801403,4
-1.1770413,-10.307157,3
-2.6189923,-10.011144,3
-12.603445,-21.139246,1
4.808076,4.3862457,3
-12.476752,-0.8542923,3
13.502507,-39.2144,1
-7.662343,-30.47957,1
38.97501,-7.9117107,4
26.42784,18.38597,4
-34.481205,8.017711,3
-32.88402,32.86914,3
13.392817,21.802643,4
-13.710642,26.485748,3
27.28218,-12.103829,3
-22.574772,2.5884168,3
-2.9527822,-19.203331,0
-26.968311,-34.06243,2
39.88426,23.3101,4
7.9935393,3.961065,1
12.479693,8.061162,1
-30.66606,25.946018,0
-45.645134,11.345452,4
-25.381594,-7.105182,4
8.035013,11.226328,1
-23.662428,26.317263,3
-16.68572,43.825897,4
8.40146,-28.174416,4
32.95474,27.743057,4
-17.269459,-6.844376,1
-4.1557403,5.481581,4
12.815486,-13.88747,4
-22.526138,-38.723095,3
-28.820465,-39.428295,1
47.188538,1.8362682,1
-29.514364,38.58496,4
-22.442282,-0.64293337,3
-21.472271,-35.566814,1
-2.6063511,2.5627694,4
19.261883,-20.037832,0
-11.000661,-17.568666,0
-43.01324,3.5415304,2
-35.662373,2.188543,3
7.508176,-47.502163,3
-24.047897,-6.8539367,4
35.782246,1.1787218,2
6.487108,12.429426,1
-28.359632,29.411621,4
-25.49332,6.3598967,4
-37.002907,-10.573788,4
14.783773,0.16797623,3
-0.21591567,18.59075,3
-7.283925,19.870457,2
-8.349217,26.895548,4
18.827545,-8.926795,1
26.9283,-39.075188,1
43.07254,-16.142817,1
44.117283,-2.8999405,1
-14.766588,-7.007851,1
-34.127987,-12.368027,3
-13.747644,13.190705,3
9.203935,27.746336,4
-15.85345,30.841621,4
-38.254753,-6.138401,4
8.7471075,-31.828308,4
8.322686,-31.703846,4
-13.718888,36.656216,2
14.967334,39.18004,2
1.3978047,27.914738,2
-20.071249,-24.810183,3
-32.592167,-28.336466,3
-42.622997,-15.381882,3
-44.064854,-7.7114234,3
12.424237,-30.863924,0
-6.010863,-25.259687,4
24.206924,23.256516,4
14.484977,-10.61642,4
15.179032,-30.640682,3
-7.7221513,-7.1544266,2
26.922592,19.013687,3
22.101074,-28.852737,3
-5.470062,-43.365303,3
1.3459693,24.587606,2
-44.141117,-7.3466425,3
-1.7712973,-4.5110726,1
15.143036,-15.166458,4
14.206644,-34.67877,4
-41.64376,1.0465509,3
32.431377,-13.106019,3
-13.632429,-40.05657,1
12.769156,-13.189792,4
39.167683,13.292658,4
-7.080999,-6.9278045,2
-26.77766,-4.907216,3
-40.758327,12.088775,4
-17.392906,-10.991724,2
23.396946,7.21956,3
3.8457975,-19.483643,3
-0.94163483,-28.254766,3
25.387308,0.97967625,3
-46.47263,18.48146,3
21.69519,21.602325,4
15.097953,-22.264738,0
-24.418552,7.346792,0
-24.10063,-10.099324,0
-24.449547,7.369282,0
-8.063245,4.5047507,3
-41.192486,11.563292,4
-32.143654,26.461245,0
5.5291853,-42.996174,0
25.292307,-35.734173,0
3.9486723,21.513857,4
33.369038,28.367384,4
31.993484,-34.579067,0
-27.359997,-31.381504,1
-0.5219929,30.67335,4
24.312601,17.938574,4
-20.003538,-19.965227,1
-2.6055818,-8.029833,1
-31.8495,13.168571,2
-13.833084,26.054136,3
31.66681,-10.879745,3
-19.643398,39.01949,4
-41.245457,1.1450287,3
7.1015773,46.295334,1
0.5349641,-14.728033,2
14.80599,-22.801008,4
1.7154838,0.11776524,0
2.945594,-44.552227,0
5.952509,0.2749485,3
-29.206177,10.84985,4
-26.189484,20.403864,4
43.060772,17.145805,0
12.643097,-34.940983,0
-38.201733,-27.412312,3
-27.718826,-31.69407,3
-11.083341,7.47946,4
-6.2934775,49.1139,1
-29.770203,19.530802,2
-45.078083,19.15015,3
7.266756,8.2288,3
30.108282,13.394614,4
-19.9311,14.343649,1
-33.9577,2.9546711,3
-4.194001,-12.419619,3
32.77742,22.260414,3
-28.101532,-41.186882,3
11.690476,11.419757,3
42.92514,18.25075,4
38.0223,-29.680298,3
5.8882594,15.801742,2
31.47653,15.838263,4
-7.0530133,33.403084,3
11.460673,-24.644018,4
-26.62071,37.131805,1
30.502468,-7.56159,3
-0.7019821,27.2201,0
-19.638462,-11.532596,0
22.436335,28.154724,4
27.861492,-20.662672,3
-10.331286,-0.45877948,0
10.689174,42.023964,4
-31.323889,35.22358,3
0.6568155,-23.503067,3
7.692279,-19.788286,1
-12.347271,-16.383383,1
10.412141,7.9747224,3
-38.672745,13.97813,2
18.61841,-22.97856,1
6.580217,-26.31462,3
21.243633,-16.811975,0
12.368526,-25.375397,4
23.183258,-33.34748,4
-28.423431,-20.172472,2
-8.716385,-11.947087,3
7.7650914,-31.912512,4
-15.3830595,38.66963,2
-39.767853,16.53287,4
-4.346087,46.7668,3
44.04697,17.889826,4
7.2160125,-35.510033,4
-7.76499,1.3863177,2
29.109756,38.301945,4
-36.32051,14.558012,1
-7.324311,14.161377,4
23.009174,-15.209094,3
-40.399162,-3.6684186,3
-6.8535037,-6.013533,3
-22.149727,-15.285387,3
3.3805118,5.030938,3
9.014278,5.727748,3
14.340514,0.10801029,2
13.568333,-18.578514,4
10.298121,-24.678139,4
8.086927,-19.412449,3
-40.627186,-17.224344,3
-29.452353,10.977681,4
44.40348,-15.866789,1
-15.217731,-44.45782,1
-7.183814,-7.396351,1
18.213455,29.239023,1
-17.846727,41.159023,4
27.810293,26.885803,3
-26.763805,14.496637,4
9.928038,-39.333424,3
-25.80334,31.07589,4
0.13742949,-16.847397,4
24.604591,39.60185,4
51.925323,-3.5171638,1
5.1960654,4.4902935,1
9.287495,16.515059,1
-26.164377,-30.666515,1
24.953138,-39.649334,2
-0.1910098,15.488195,3
26.563168,36.653008,0
48.94226,-6.6470776,3
43.676556,14.833998,4
28.345282,-37.503826,3
16.551748,33.39628,1
-38.03897,10.102369,2
-15.855824,10.418451,4
-17.283915,-6.9012184,4
50.49984,2.1242933,3
11.721123,48.922436,1
-28.428408,-23.90479,3
32.220272,17.425402,3
7.5967703,14.536725,4
-12.388793,-16.267967,3
36.541206,-8.301233,4
-19.152735,31.827732,1
2.0907786,-45.23408,4
7.41691,48.965008,1
-0.3593655,-5.17764,1
11.270189,-26.714792,3
-22.130285,44.12236,4
38.23266,3.5471222,3
-14.923874,-5.8892455,3
17.148256,7.1531067,3
1.8148316,-3.408635,3
-24.844357,-27.86866,1
7.4700007,-15.630179,0
27.864994,-21.94053,3
-12.599933,-10.777184,0
-18.65978,13.277747,2
32.12443,-32.92265,1
0.91135067,-10.491892,2
-42.15843,21.741276,2
35.86702,-6.513553,4
-24.20569,-22.99056,3
43.394768,13.577546,4
20.198126,15.705785,4
22.372057,-41.151554,3
36.604088,28.317692,4
49.81709,4.004352,3
27.77055,18.266945,3
14.012647,-34.739998,3
6.838956,23.718937,3
14.206578,-20.692118,4
-5.1298785,37.542076,4
-31.824615,-22.879395,3
-40.620876,-12.117404,3
3.8898828,13.856538,4
-35.738487,-14.713234,2
34.584133,21.429037,3
30.862186,-8.594931,3
-23.254332,17.389822,1
6.3129554,-30.645994,4
29.39235,10.866824,3
4.4803762,25.504932,4
-15.530716,41.462242,3
3.8966753,-24.68252,3
23.853956,33.555088,4
37.76043,22.102655,3
-30.779823,-13.66623,1
7.8073373,-24.16384,3
-12.257025,33.863293,4
14.478318,29.491123,4
25.22926,2.1944833,4
16.71298,-0.62167215,0
-35.285564,16.439005,4
-34.63028,-2.1615167,2
9.210456,-49.956417,4
-28.67896,34.300648,4
-22.600021,-1.456178,3
-27.697243,-34.026382,3
27.845293,7.0682526,3
37.073704,4.313129,4
30.753893,-41.04583,4
27.623304,-19.950512,1
-39.09191,23.890099,3
-34.61106,-2.634661,4
-43.57631,11.224019,1
15.311399,-49.472332,3
-23.013617,-27.106335,2
-1.2322987,15.131625,2
10.810535,15.310848,4
10.326602,15.993608,2
-8.153205,18.552513,1
24.735258,-34.246746,1
25.100245,-32.923218,1
-24.841763,20.528767,4
20.522133,-0.03193624,2
-22.54157,-1.5738652,3
-27.413057,10.850961,2
-43.862453,-7.725227,3
39.75349,-7.419856,0
-0.30244938,15.16654,3
22.741127,-1.4969659,3
3.5953562,3.441059,1
28.754044,12.555488,4
-25.221561,-26.010633,3
-1.8296114,25.731497,4
-26.888678,0.20848389,4
-3.188007,22.950998,1
-24.684925,5.4043345,1
-5.629394,2.7092118,3
-23.288122,-33.959583,1
-23.518759,44.04101,4
-9.117484,-26.126726,3
-20.565592,-19.92454,3
7.337331,-27.303648,3
27.123447,15.303579,4
15.266379,-0.49734178,0
-31.495827,33.787514,3
-27.485846,-10.711533,3
18.32144,-2.140346,2
45.66184,8.02452,1
-35.429485,-27.927586,3
-25.981712,33.125523,2
-15.248739,43.085304,0
26.975088,26.647257,3
3.7292857,22.126524,3
6.6069508,7.0895214,4
-39.325863,-16.728231,4
-8.355575,2.099402,1
-35.700024,19.232101,1
-5.191521,-40.562786,2
5.9947505,22.649439,4
47.08984,-4.183186,4
-5.867364,-25.689384,1
-8.084648,23.395325,4
-33.616898,1.6547368,3
-27.781254,16.907017,3
10.484984,-37.49302,4
-1.216082,21.515404,4
-33.405285,9.461891,3
5.883493,-37.129765,3
9.950027,-13.722215,3
2.899573,-40.524822,3
32.416893,-12.935308,3
-40.91801,14.945335,3
-5.025574,46.617752,3
-18.235603,35.0975,4
4.1979537,25.184723,4
16.324959,-28.991898,3
-12.184987,32.685318,4
-27.758137,36.31485,4
-11.799252,14.117522,4
15.918992,3.9958842,4
13.8630085,32.572327,4
6.4915023,37.872456,3
28.047888,-1.0590656,3
32.622784,0.8705434,0
10.684558,-9.243825,4
6.1601577,-32.01814,4
30.49722,26.706766,4
-25.830328,-5.0453153,1
3.9923031,13.915645,0
-12.4027,-20.810781,4
18.2742,-8.717092,3
13.892743,-7.5009522,4
26.9686,17.134903,4
2.9120023,51.62182,1
-3.198555,25.108595,4
-36.01168,13.562395,1
-34.321808,-35.36177,3
-9.313177,18.699247,0
-24.225723,-11.30586,3
-8.055164,-34.039253,3
-27.500933,-32.212208,3
7.4180503,1.0475694,3
-17.648026,-23.178043,1
46.614292,5.506188,3
-39.30145,24.042953,3
-24.494528,34.32245,0
-26.064503,-13.383452,4
6.353257,-4.857627,2
-23.04771,-9.362564,2
27.031666,7.2536693,3
29.835913,28.885233,3
38.630264,18.377552,3
-24.18032,0.32844278,3
-8.807356,47.893635,1
21.001814,5.256826,2
3.7761943,18.612312,4
15.271383,-0.66374886,3
-3.4302702,20.415976,4
37.04982,-13.438745,2
43.865353,2.6498358,4
7.4364758,-13.878427,4
48.380497,-8.5845375,3
-19.02968,-0.44346848,3
-43.071533,7.7867723,3
38.834015,-16.379213,4
17.168777,-47.005695,3
28.270054,-20.954258,3
-28.512545,-29.162504,2
-23.668058,24.240423,4
34.15093,-30.962118,2
-27.819595,-31.531012,3
2.3143852,-19.749334,4
8.43879,19.18457,4
-27.432943,-5.1782317,2
21.991053,21.23183,4
-4.9190865,-15.354662,0
-11.418881,-13.704092,4
-32.207783,26.488997,0
14.052014,36.001213,0
-28.68352,-3.899748,0
24.703371,32.85657,4
21.022976,26.784678,4
2.1418736,-11.0072365,4
-39.90974,3.4112108,3
37.91136,22.048595,3
9.011425,4.951231,3
23.134377,-15.400041,3
1.1773164,21.039604,4
-11.037063,20.821209,2
45.42265,4.499008,4
-6.0658965,22.064035,4
-34.62883,-6.7630405,3
-4.9849916,-21.233059,0
-4.7128315,38.427883,0
5.7879934,26.080914,4
-33.60363,7.5821404,4
36.892033,-23.19139,2
-4.378338,34.025078,3
15.490467,-20.232727,4
28.626455,-17.084661,3
-8.481701,28.27498,1
1.2302074,-10.229752,0
-12.839492,13.303956,1
-17.659946,-6.222534,3
27.266088,-15.204877,1
-15.916364,37.36632,2
6.953505,48.04199,1
2.8043497,48.418324,1
-17.168213,44.04871,0
-0.27460802,14.734707,3
2.8366938,16.788904,3
7.338911,-5.957252,4
0.24856848,-17.548603,0
-36.183857,-15.174582,2
-3.87211,35.453583,2
-2.5140352,4.653523,3
-32.30046,-2.8049688,4
39.891396,-15.877602,0
-12.018403,-46.481915,1
-4.3966026,11.286206,1
24.08142,2.6672845,4
9.397425,-40.40265,1
-22.649572,22.59102,3
-7.1564593,-28.830036,1
-47.98142,-7.9108357,3
-3.198307,21.683023,4
3.5583222,18.693747,4
15.520352,-42.381645,4
-38.99539,20.844017,3
-24.146067,14.660377,3
-0.48082212,4.9328494,3
4.3552194,27.608295,1
1.3019297,49.880558,1
-0.2228718,-2.81237,2
-13.032803,-36.044777,3
39.820343,19.59564,3
34.26724,32.534874,3
17.858166,-6.1343193,3
-13.0258465,-10.816817,0
-9.890465,-6.0368433,3
13.594693,38.75053,3
2.5051804,4.2828546,3
4.8192096,25.588211,4
-6.3042107,18.835426,2
-4.3611875,-37.855824,4
1.351579,-3.3052273,1
-19.029411,-19.883316,3
-35.76972,3.4884408,3
8.932301,-27.047197,4
-36.559917,11.360135,2
43.303074,14.114945,4
23.678793,5.50561,4
26.017021,-12.277022,0
-17.915794,-29.662708,3
33.02733,17.090975,3
-0.083433315,41.19632,4
3.4952683,-11.280269,4
43.476025,-15.049929,1
-27.561087,34.34863,4
12.278323,19.57885,4
30.57322,-1.207832,4
10.73679,23.589622,4
-11.858187,12.540226,3
-19.290888,-18.534111,1
2.600971,51.470703,1
-42.95631,-4.6214366,3
42.261482,-11.699236,2
-38.38682,15.318968,3
-19.831789,14.443651,3
-13.708083,-36.509678,3
36.76824,4.724687,2
21.339373,-13.756322,1
-30.46113,-32.293083,3
24.63812,39.17313,4
32.35888,-13.172319,3
39.31185,33.153458,1
44.659496,-24.267927,1
30.456469,-7.8050003,3
-42.98197,21.288483,1
-19.605038,-6.666594,1
31.416939,25.83109,4
-0.35389304,26.422106,4
-13.855415,34.09202,4
1.3673831,-27.92322,4
-34.55872,3.329281,3
-10.580159,-0.028717028,4
25.535547,39.574535,4
-7.9111304,-28.232843,3
-45.068737,-9.432347,3
-21.224281,-2.2456033,3
-18.37595,-12.846379,1
10.190784,-11.320421,4
-8.47777,-13.314342,3
-15.4618435,41.078175,3
-21.014212,38.20676,2
16.556572,-42.72975,2
9.589363,12.96869,4
-33.012722,17.757492,4
18.062794,-27.244328,3
50.034863,-6.156012,3
-15.107341,-44.803886,1
-17.410286,46.30544,1
30.162947,15.916993,3
37.960377,-18.099405,4
-13.815884,6.764788,3
-6.172965,44.846962,4
38.321774,-7.9751997,4
39.43825,4.2341046,4
21.108173,26.817198,4
41.032467,27.57826,4
32.764885,-14.845741,3
9.914323,-24.860233,4
-2.440877,38.688816,3
3.91686,50.47244,1
-11.243587,3.517513,3
5.770332,0.8856785,3
16.515009,-27.821795,3
22.72805,-34.72369,3
8.184292,-27.138468,4
29.312878,-12.780588,0
-39.905155,-15.943037,3
-41.774677,6.8132386,3
5.785786,-37.041954,3
-41.44104,22.140203,3
13.714339,-0.8740552,3
5.0907946,-36.5992,3
3.746032,4.056669,1
41.116104,14.313895,0
12.917706,-2.4782267,0
23.752281,-11.502618,3
18.49846,-45.80941,3
4.811927,33.26107,1
26.317354,23.543987,4
-17.651772,-5.751514,4
19.40779,-21.546461,3
-5.598628,-45.32728,0
0.27213922,-29.657993,4
-4.801538,-15.600481,0
14.161672,-44.802723,0
-21.653137,-15.847771,0
-22.270079,22.737528,3
15.674565,-31.81347,0
30.29593,13.518167,3
-12.615842,24.354935,4
-7.694617,21.40381,4
24.756334,-34.541916,4
13.567824,-42.851448,4
8.064756,-6.382905,4
-28.12143,-8.060261,4
-4.4878182,33.91199,1
4.510731,19.491203,4
23.061954,34.56768,3
-10.605554,14.256445,4
16.605595,-28.297281,3
11.0672,-48.47707,4
17.419485,30.91834,3
15.329457,-13.289218,4
-18.240652,-19.744198,3
-46.589046,15.410094,3
39.699898,-7.156893,0
-29.071104,34.355724,1
-17.206015,4.0323544,2
23.581675,-11.022678,3
36.681244,10.866344,3
36.713596,4.514922,4
-23.63301,-29.022345,3
8.991565,5.1871867,3
22.767448,21.921486,4
21.929733,-3.0445583,3
26.576942,-39.408566,3
-5.462241,29.174833,3
17.173634,36.63427,3
-27.273048,34.530582,4
-26.47384,35.293198,4
-12.899706,4.398547,3
48.200672,-2.2563715,1
13.577501,14.515262,3
41.572163,12.078315,4
46.131096,0.51440555,4
37.014317,5.0872455,4
3.7393432,1.7340078,0
11.128358,-27.72123,2
7.8802094,-21.591467,3
12.133266,19.256092,3
-31.813694,-36.28795,1
-27.627472,11.41014,4
1.1805459,14.595593,4
24.297447,-24.108238,0
-15.311942,26.565376,3
14.219907,-15.341,4
2.1356652,-40.152546,4
6.750675,11.740545,0
-25.486921,-10.446702,3
-29.86124,-23.856321,3
-2.8847272,17.082895,4
6.6709924,-5.940932,0
-20.522305,36.252506,3
14.806311,12.918902,1
3.1249788,-3.9892519,3
36.700657,-22.116749,2
24.772995,-40.33908,4
-5.1720104,36.837967,3
9.03007,31.427853,3
9.250199,16.864868,3
-8.302234,19.02758,2
-39.01711,-5.942743,4
7.0919952,12.664544,2
1.299741,-42.301304,4
7.974226,11.557181,4
6.1730075,48.661987,1
36.791813,-15.731944,4
-28.127655,-29.513407,3
-34.720924,5.811579,4
-17.400688,7.5203166,4
-45.843887,-7.228381,3
15.149951,-47.448784,1
-14.729286,11.111038,3
8.002923,-41.99266,0
-31.513834,6.1574564,3
4.322173,13.403519,4
24.841944,-32.735508,4
46.874046,5.019235,2
32.906555,-16.738518,3
0.45425177,-16.888174,4
-45.440224,11.380584,2
-35.64909,2.2252533,3
-34.407024,19.962278,2
-9.944942,47.67279,3
2.9569275,-22.412443,3
26.486313,16.368933,4
42.236977,13.904492,4
19.41547,30.285883,4
19.595978,36.192387,4
25.971857,12.739691,4
-3.8527772,30.500383,2
14.837779,24.891283,2
-8.181717,18.228016,4
14.545714,-10.746137,4
4.1902056,-9.811529,4
32.21077,-34.072887,2
-28.719484,-41.12656,1
45.46835,3.9505029,4
-41.152527,13.404462,4
18.580153,37.945023,4
-38.483345,9.150123,2
-2.0533433,-2.5226967,1
-30.125252,-17.473692,3
-12.300899,19.87548,1
-21.571905,13.417588,3
6.4475446,12.8094845,2
36.553238,-8.905133,4
16.38246,-29.238426,3
11.565318,11.37132,1
-20.963163,-31.514141,1
5.2219205,-12.621506,4
-24.030962,-20.950617,3
31.370955,25.900118,4
45.206696,1.0031915,4
10.600473,41.959465,4
25.913439,-45.2138,4
-32.870064,11.218815,4
-18.459507,30.275982,4
-38.37839,-5.463665,4
-7.675905,-30.526901,3
-46.699577,14.195835,4
19.314941,30.31709,3
6.088583,-21.773628,3
-38.629845,21.014366,3
3.1854534,8.432912,4
-1.7138069,-26.102266,4
-3.1877632,-1.2142372,1
10.395073,-1.2140636,4
-10.732495,18.329716,3
4.7839956,36.14287,3
4.291426,-20.354254,4
-6.756114,2.5533807,4
