feature_name,feature_importance,label
JAILNAME_RMCUCUTA,0,0
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEJAMUNDISINDICADOS,0,0
JAILNAME_RMGUAMO,0,0
JAILNAME_RMMEDELLIN,0,0
DELITO_COMP_FOODABSENCE,0,0
HIJOS_MENORES,0,0
DELITO_COMP_MANUFACTURETRAFFICPORTIONORTENUREOFFIREARMSACCESSORIESPARTSORAMMUNITIONS,0,0
JAILNAME_EPMSZAPATOCA,0,0
DISCAPACIDAD,0,0
JAILNAME_RMPICALEA,0,0
MADRE_LACTANTE,0,0
REGIONALNME_CENTRAL,0,0
DELITO_COMP_HOMICIDE,0,0
REGIONALNME_NORTE,0,0
REGIONALNME_OCCIDENTE,0,0
COUNTRY_VENEZUELA,0,0
MARITALSTATUS_MARRIED,0,0
ACTIVIDADES_ENSEANZA,0,0
DELITO_COMP_OTHER,0,0
MARITALSTATUS_RELIGIOUS,0,0
MARITALSTATUS_SEPARATED,0,0
MARITALSTATUS_UNDEFINED,0,0
JAILNAME_EPMSCMANZANARES,0,0
DELITO_COMP_AGRA_THEFT,0,0
EDUC_LEVEL_Firstcycle,0,0
DELITO_COMP_TRAFFICMANUFACTUREANDPORTIONOFWEAPONSANDAMMUNITIONSFORTHEPRIVATIVEUSEOFTHEARMEDFORCES,0,0
JAILNAME_EPMSCLETICIA,0,0
DELITO_COMP_TRAFFICMANUFACTUREANDPORTIONOFFIREARMSORAMMUNITIONS,0,0
DELITO_COMP_THEFT,0,0
EDUC_LEVEL_Illiterate,0,0
EDUC_LEVEL_MasterDegree,0,0
EDUC_LEVEL_Postgraduatecourse,0,0
DELITO_COMP_TENT_HOMICIDE,0,0
EDUC_LEVEL_Profesionalundergrad,0,0
DELITO_COMP_TENT_CALF_THEFT,0,0
EDUC_LEVEL_technicianqualifiedknowing,0,0
JAILNAME_EPMSCCIENAGA,0,0
DELITO_COMP_TENT_AGRA_THEFT,0,0
COUNTRY_OTHER,0,0
DELITO_COMP_TENT_AGRA_CALF_THEFT,0,0
DELITO_COMP_RECEIVING,0,0
DELITO_COMP_PERSONALINJURIES,0,0
DELITO_COMP_MANUFACTURINGTRAFFICORSUPPORTOFNARCOTICS,0,0
year,34,1
GENERO,28,1
JAILNAME_EPAMSLADORADA,28,1
MARITALSTATUS_SEPARATED,26,1
JAILNAME_EPMSCGARZON,25,1
JAILNAME_EPMSCCARTAGO,25,1
JAILNAME_EPMSCBUENAVENTURA,25,1
JAILNAME_EPMSCIPIALES,24,1
JAILNAME_EPMSCSANTANDERDEQUILICHAO,24,1
JAILNAME_EPMSCQUIBDO,24,1
JAILNAME_EPMSCBARRANCABERMEJA,24,1
JAILNAME_EPMSCAPARTADO,24,1
JAILNAME_EPMSCRIOHACHA,24,1
JAILNAME_EPMSCDUITAMA,23,1
JAILNAME_EPMSCARAUCA,23,1
JAILNAME_EPMSCANDES,23,1
JAILNAME_CPMSESPINAL,22,1
JAILNAME_CMSBARRANQUILLA,22,1
JAILNAME_EPMSCSANTAROSADEVITERBOJYPMUJERES,22,1
JAILNAME_EPMSCLACEJA,22,1
JAILNAME_EPAMSCASVALLEDUPARERM,20,1
JAILNAME_EPAMSCASCOMBITA,20,1
JAILNAME_EPMSCMEDELLIN,19,1
JAILNAME_EPCLAESPERANZADEGUADUAS,18,1
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEMEDELLINPEDREGALMUJERES,18,1
JAILNAME_CPMSBUCARAMANGAERE,17,1
JAILNAME_EPCCOMBITAMEDIANASEGURIDADBARNE,17,1
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIOMETROPOLITANODECUCUTACONDENADOS,17,1
JAILNAME_CAMISACACIAS,16,1
JAILNAME_CPAMSPALMIRA,16,1
JAILNAME_EPMSCCALIERE,16,1
JAILNAME_EPAMSCASPOPAYANERE,15,1
JAILNAME_CPAMSLAPAZ,15,1
JAILNAME_RMBOGOTA,15,1
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEJAMUNDICONDENADOS,15,1
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEMEDELLINPEDREGALSINDICADOS,14,1
JAILNAME_CPMSPUERTOTRIUNFO,14,1
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIOMETROPOLITANODECUCUTAMUJERES,14,1
JAILNAME_EPMSCGIRARDOT,13,1
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEJAMUNDIRMUJERES,13,1
JAILNAME_EPMSCPEREIRAERE,13,1
JAILNAME_EPMSCCARTAGENA,12,1
JAILNAME_CPMSCHIQUINQUIRA,12,1
JAILNAME_RMPOPAYAN,12,1
JAILNAME_EPAMSGIRON,11,1
timejail_day,11,1
REGIONALNME_VIEJOCALDAS,11,1
JAILNAME_EPMSCMANIZALES,11,1
JAILNAME_CPMSTULUA,11,1
JAILNAME_EPMSCVILLAVICENCIO,10,1
JAILNAME_EPMSCBOLIVARCAUCA,10,1
JAILNAME_CPMSFUSAGASUGA,10,1
JAILNAME_EPMSCSOCORRO,10,1
JAILNAME_EPMSCLAPLATA,10,1
JAILNAME_EPMSCSANTAMARTA,10,1
JAILNAME_EPMSSANGIL,9,1
JAILNAME_EPMSCSINCELEJO,9,1
JAILNAME_EPMSCYARUMAL,9,1
JAILNAME_COMPLEJOIBAGUEPICALEA,9,1
JAILNAME_EPMSCMAGANGUE,9,1
MADRE_GESTANTE,8,1
JAILNAME_EPMSCOCANA,8,1
JAILNAME_EPMSCBOLIVARANTIOQUIA,8,1
JAILNAME_EPMSCCALARCA,8,1
JAILNAME_EPMSCPUERTOBERRIO,8,1
JAILNAME_EPMSCZIPAQUIRA,8,1
JAILNAME_RMPEREIRA,8,1
JAILNAME_CPMSTUNJA,7,1
JAILNAME_EPMSCMOCOA,7,1
JAILNAME_CPMSLAMESA,7,1
JAILNAME_EPMSCPAMPLONA,7,1
JAILNAME_EPMSCSANANDRES,7,1
JAILNAME_RMDEJAMUNDI,7,1
JAILNAME_CPMSPAZDEARIPORO,7,1
JAILNAME_EPMSCSONSON,7,1
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIOMETROPOLITANODECUCUTASINDICADOS,7,1
JAILNAME_CPMSSANTODOMINGO,7,1
JAILNAME_RMMANIZALES,6,1
JAILNAME_EPMSCSANTABARBARA,6,1
JAILNAME_EPMSRAMIRIQUI,6,1
MARITALSTATUS_WIDOWER,6,1
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEIBAGUEPICALEACONDENADOS,6,1
JAILNAME_EPMSCSANTAROSADEOSOS,6,1
JAILNAME_CPMSUBATE,6,1
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIOMETROPOLITANODEBOGOTA,6,1
JAILNAME_EPMSCCAUCASIA,6,1
JAILNAME_EPMSCRMPASTO,6,1
EDUC_LEVEL_technologicalqualifiedknowing,6,1
JAILNAME_EPMSCPUERTOBOYACA,5,1
JAILNAME_EPMSCSANTAROSADECABAL,5,1
JAILNAME_EPMSCARMENIA,5,1
JAILNAME_CPMSMELGAR,5,1
JAILNAME_CMPSJERICO,5,1
JAILNAME_EPMSCSALAMINA,5,1
JAILNAME_RMBUCARAMANGA,5,1
REGIONALNME_NORTE,5,1
JAILNAME_EPMSCANSERMA,4,1
JAILNAME_EPMSCSILVIA,4,1
REGIONALNME_CENTRAL,4,1
JAILNAME_EPCYOPAL,3,1
REGIONALNME_OCCIDENTE,3,1
JAILNAME_EPMSCTAMESIS,3,1
JAILNAME_EPMSCLIBANO,3,1
JAILNAME_CPMSMONIQUIRA,3,1
JAILNAME_EPMSCLETICIA,3,1
JAILNAME_EPMSCBUGA,3,1
JAILNAME_RMARMENIA,3,1
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEIBAGUEPICALEAMUJERES,3,1
JAILNAME_EPMSCSEVILLA,3,1
JAILNAME_EPMSCCHAPARRAL,2,1
JAILNAME_EPMSCCUCUTAERE,2,1
REGIONALNME_NOROESTE,2,1
JAILNAME_EPMSCGRANADA,2,1
JAILNAME_EPMSCCAICEDONIA,2,1
COUNTRY_REPUBLICOFCOLOMBIA,2,1
JAILNAME_RMPEDREGALMEDELLIN,2,1
JAILNAME_EPMSCAGUACHICA,2,1
JAILNAME_EPCJAMUNDI,2,1
JAILNAME_EPCGUAMO,2,1
JAILNAME_EPMSCVELEZ,2,1
JAILNAME_EPMSCPUERTOTEJADA,1,1
MARITALSTATUS_UNDEFINED,1,1
JAILNAME_EPMSCHONDA,1,1
JAILNAME_EPMSCTITIRIBI,1,1
JAILNAME_EPMSCTUMACO,1,1
ACTIVIDADES_ESTUDIO,1,1
JAILNAME_EPMSCTUQUERRES,1,1
JAILNAME_EPMSCELBORDO,1,1
JAILNAME_EPMSCLAUNION,1,1
JAILNAME_EPMSCVILLETA,1,1
JAILNAME_EPMSCCAQUEZA,1,1
JAILNAME_ERECOROZAL,0,1
JAILNAME_EPMSCPENSILVANIA,0,1
recidivism_day,0,1
JAILNAME_RMMEDELLIN,0,1
JAILNAME_EPMSCTIERRAALTA,0,1
JAILNAME_EPMSCROLDANILLO,0,1
JAILNAME_EPMSCNEIVA,0,1
JAILNAME_EPMSCPACORA,0,1
JAILNAME_RMCUCUTA,0,1
JAILNAME_RMCALI,0,1
JAILNAME_EPMSCMALAGA,0,1
JAILNAME_EPMSCRIOSUCIO,0,1
JAILNAME_EPMSCSOGAMOSO,0,1
JAILNAME_EPMSCMANZANARES,0,1
JAILNAME_EPMSCPITALITO,0,1
JAILNAME_EPMSCVALLEDUPAR,0,1
REGIONALNME_ORIENTE,0,1
JAILNAME_EPMSCMONTERIA,0,1
JAILNAME_RMPICALEA,0,1
JAILNAME_RMGUAMO,0,1
ANIO_NACIMIENTO,0,1
JAILNAME_EPMSCISTMINA,0,1
JAILNAME_EPMSCIBAGUEERE,0,1
DELITO_COMP_OTHER,0,1
DELITO_COMP_PERSONALINJURIES,0,1
DELITO_COMP_RECEIVING,0,1
DELITO_COMP_TENT_AGRA_CALF_THEFT,0,1
DELITO_COMP_TENT_AGRA_THEFT,0,1
DELITO_COMP_TENT_CALF_THEFT,0,1
DELITO_COMP_TENT_HOMICIDE,0,1
DELITO_COMP_THEFT,0,1
DELITO_COMP_TRAFFICMANUFACTUREANDPORTIONOFFIREARMSORAMMUNITIONS,0,1
DELITO_COMP_TRAFFICMANUFACTUREANDPORTIONOFWEAPONSANDAMMUNITIONSFORTHEPRIVATIVEUSEOFTHEARMEDFORCES,0,1
MARITALSTATUS_DIVORCED,0,1
MARITALSTATUS_FREEUNION,0,1
MARITALSTATUS_MARRIED,0,1
MARITALSTATUS_RELIGIOUS,0,1
MARITALSTATUS_SINGLE,0,1
